,Game,Pos,Genre,Console,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,NA_Sales,PAL_Sales,Japan_Sales,Other_Sales,Total_Sales,Relese_Month,Relese_Year,Hit_Games
7125,SingStar Take That,2702,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,0,280000,0,30000,310000,11,2009,0
7126,Bae Yong-joon to Manabu Kankokugo DS,2705,Misc,DS,D3 Publisher,Mobilero,0.0,0.0,0.0,0,0,30000,0,30000,9,2009,0
7127,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,2706,Misc,DS,D3 Publisher,Bisty,0.0,0.0,0.0,0,0,30000,0,30000,7,2009,0
7128,Band Hero,2711,Misc,DS,Activision,Vicarious Visions,0.0,6.3,0.0,220000,190000,0,50000,450000,11,2009,0
7129,2 Games in 1: Disney Princess & The Lion King,2712,Misc,GBA,THQ,Various,0.0,0.0,0.0,1250000,460000,0,30000,1750000,12,2004,1
7130,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,2713,Misc,DS,Nintendo,Nintendo,0.0,0.0,0.0,0,0,100000,0,100000,8,2009,0
7131,Karaoke Joysound Wii,2717,Misc,WW,Hudson Soft,Xing Inc.,0.0,0.0,0.0,0,0,250000,0,250000,7,2009,0
7132,2 Games in 1: Sonic Battle & ChuChu Rocket!,2723,Misc,GBA,THQ,Sonic Team,0.0,0.0,0.0,440000,160000,0,10000,610000,11,2005,0
7133,2 Games in 1: Sonic Pinball Party & Columns Crown,2724,Misc,GBA,Sega,Various,0.0,0.0,0.0,40000,20000,0,0,60000,11,2005,0
7134,Jam Sessions 2,2725,Misc,DS,Ubisoft,Ubisoft,0.0,0.0,0.0,60000,0,0,0,70000,10,2009,0
7135,Disney Sing It: Pop Hits,2726,Misc,PS2,Disney Interactive Studios,Zoe Mode,0.0,0.0,0.0,100000,20000,0,220000,340000,10,2009,0
7136,Music Maker: Rockstar,2730,Misc,PS2,Magix,Magix,0.0,0.0,0.0,20000,10000,0,0,40000,8,2009,0
7137,Junior Classic Games,2731,Misc,DS,Take-Two Interactive,Uacari,0.0,0.0,0.0,260000,90000,0,30000,380000,11,2009,0
7138,Roary the Racing Car,2732,Misc,DS,Avanquest,Uacari,0.0,0.0,0.0,0,80000,0,10000,90000,8,2009,0
7139,SingStar Motown,2733,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,0,160000,0,20000,170000,11,2009,0
7140,SingStar Motown,2734,Misc,PS2,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,0,60000,0,380000,440000,11,2009,0
7141,Band Hero    Read the review,2763,Misc,X360,Activision,Neversoft Entertainment,8.3,7.6,0.0,510000,210000,0,70000,790000,11,2009,0
7142,Band Hero,2764,Misc,Wii,Activision,Vicarious Visions,0.0,7.4,0.0,590000,290000,0,90000,970000,11,2009,0
7143,Gardening Guide: How to get Green Fingers,2766,Misc,DS,Mindscape,Mindscape,0.0,0.0,0.0,0,0,0,0,0,8,2009,0
7144,Extreme Pinball,2771,Misc,PS,Electronic Arts,Epic Games,0.0,0.0,0.0,180000,120000,0,20000,320000,3,1996,0
7145,Higurashi no Naku Koro ni: Jan,2775,Misc,PSP,AQ Interactive,AQ Interactive,0.0,0.0,0.0,0,0,20000,0,20000,11,2009,0
7146,Satisfashion,2777,Misc,DS,Destineer,"eGames, Inc.",0.0,0.0,0.0,50000,0,0,0,60000,6,2010,0
7147,Satisfashion,2778,Misc,Wii,Destineer,"eGames, Inc.",0.0,0.0,0.0,10000,0,0,0,10000,6,2010,0
7148,We Sing,2804,Misc,Wii,Nordic Games,Le Cortex,0.0,0.0,0.0,0,680000,0,80000,750000,11,2009,0
7149,Lips: Deutsche Partyknaller,2840,Misc,X360,Microsoft Game Studios,iNiS,0.0,0.0,0.0,0,40000,0,10000,50000,11,2009,0
7150,BUZZ! Quiz World    Read the review,2865,Misc,PS3,Sony Computer Entertainment,Magenta Software,8.9,7.8,0.0,160000,580000,0,180000,920000,11,2009,0
7151,Build-A-Bear Workshop: Friendship Valley,2889,Misc,Wii,Game Factory,Game Factory,0.0,0.0,0.0,60000,0,0,0,70000,3,2010,0
7152,Build-A-Bear Workshop: Welcome to Hugsville,2890,Misc,DS,Game Factory,Game Factory,0.0,0.0,0.0,140000,0,0,10000,150000,3,2010,0
7153,Driving Theory Training 2009/2010 Edition,2891,Misc,DS,Atari,Anuman Interactive,0.0,0.0,0.0,0,0,0,0,0,8,2009,0
7154,Rock Band: Metal Track Pack,2915,Misc,PS2,MTV Games,Harmonix Music Systems,0.0,0.0,0.0,50000,40000,0,10000,110000,9,2009,0
7155,Rock Band: Metal Track Pack,2916,Misc,PS3,MTV Games,Harmonix Music Systems,0.0,0.0,0.0,110000,0,0,10000,120000,9,2009,0
7156,Rock Band: Metal Track Pack,2917,Misc,Wii,MTV Games,Harmonix Music Systems,0.0,0.0,0.0,100000,0,0,10000,110000,9,2009,0
7157,Rock Band: Metal Track Pack,2918,Misc,X360,MTV Games,Harmonix Music Systems,0.0,0.0,0.0,140000,0,0,10000,150000,9,2009,0
7158,"Ni Hao, Kai-lan: Super Game Day",2919,Misc,Wii,2K Play,High Voltage Software,0.0,0.0,0.0,170000,0,0,10000,190000,10,2009,0
7159,"Ni Hao, Kai-lan: Super Game Day",2920,Misc,PS2,2K Play,High Voltage Software,0.0,0.0,0.0,40000,30000,0,10000,80000,10,2009,0
7160,Ninja Captains,2946,Misc,Wii,Nordcurrent,In-house,0.0,0.0,0.0,0,0,0,0,0,10,2009,0
7161,Dora the Explorer: Dora Saves the Crystal Kingdom,2950,Misc,Wii,2K Play,Take-Two Interactive,0.0,0.0,0.0,240000,0,0,20000,260000,11,2009,0
7162,Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,2952,Misc,DS,Takara Tomy,Takara Tomy,0.0,0.0,0.0,0,0,0,0,0,11,2009,0
7163,Scene It? Bright Lights! Big Screen!,2975,Misc,X360,Warner Bros. Interactive,Screenlife Games,0.0,6.2,0.0,120000,0,0,10000,140000,11,2009,0
7164,Scene It? Bright Lights! Big Screen!,2976,Misc,Wii,Warner Bros. Interactive,Screenlife Games,0.0,0.0,0.0,130000,0,0,10000,140000,11,2009,0
7165,Scene It? Bright Lights! Big Screen!,2977,Misc,PS3,Warner Bros. Interactive,Screenlife Games,0.0,0.0,0.0,100000,10000,0,10000,130000,11,2009,0
7166,Data East Arcade Classics,2985,Misc,Wii,Majesco,G1M2,0.0,5.0,0.0,80000,0,0,10000,90000,2,2010,0
7167,Storybook Workshop,2986,Misc,Wii,Konami,Konami,0.0,0.0,0.0,70000,0,0,10000,80000,12,2009,0
7168,Buzz! Quiz World,2988,Misc,PSP,Sony Computer Entertainment,Relentless Software,0.0,5.9,0.0,0,0,0,0,10000,12,2009,0
7169,SingStar Latino,3010,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,110000,0,0,10000,120000,11,2009,0
7170,Jump Start Pet Rescue,3011,Misc,Wii,Knowledge Adventure,Knowledge Adventure Inc.,0.0,0.0,0.0,410000,0,0,30000,440000,9,2009,0
7171,Cook Wars,3018,Misc,Wii,Ubisoft,Virtual Toys,0.0,0.0,0.0,30000,0,0,0,40000,11,2009,0
7172,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,3020,Misc,Wii,Hudson Soft,Hudson Soft,0.0,0.0,0.0,0,0,410000,0,410000,11,2009,0
7173,Slotter Up Mania 11: 2027 vs 2027 II,3045,Misc,PS2,Dorart,Dorart,0.0,0.0,0.0,0,0,10000,0,10000,10,2009,0
7174,Smart Kid's Mega Game Mix,3055,Misc,DS,UFO Interactive,Starfish Inc.,0.0,0.0,0.0,10000,0,0,0,10000,9,2009,0
7175,SingStar: Made In Germany,3056,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,0,70000,0,20000,80000,11,2009,0
7176,Press Your Luck 2010 Edition,3123,Misc,Wii,Ubisoft,Ludia Inc.,0.0,0.0,0.0,330000,0,0,30000,350000,10,2009,0
7177,Press Your Luck 2010 Edition,3124,Misc,DS,Ubisoft,Ludia Inc.,0.0,0.0,0.0,190000,0,0,10000,200000,10,2009,0
7178,Alvin and the Chipmunks: The Squeakquel,3173,Misc,DS,Majesco,ImaginEngine,0.0,0.0,0.0,270000,0,0,20000,290000,12,2009,0
7179,Alvin and the Chipmunks: The Squeakquel,3174,Misc,Wii,Majesco,ImaginEngine,0.0,0.0,0.0,90000,0,0,10000,100000,12,2009,0
7180,Scene It? Twilight,3180,Misc,DS,Konami,Screenlife Games,0.0,0.0,0.0,110000,70000,0,20000,190000,2,2010,0
7181,Scene It? Twilight,3181,Misc,Wii,Konami,Artificial Mind and Movement,0.0,0.0,0.0,160000,80000,0,20000,260000,11,2009,0
7182,Food Network: Cook or Be Cooked,3190,Misc,Wii,Namco Bandai,Red Fly Studio,0.0,0.0,0.0,410000,0,0,30000,440000,11,2009,0
7183,Pop'n Music Portable,3193,Misc,PSP,Konami,Konami,0.0,0.0,0.0,0,0,130000,0,130000,2,2010,0
7184,Tiny Toon Adventures: The Great Beanstalk,3210,Misc,PS,NewKidCo,Terraglyph Interactive Studios,0.0,0.0,0.0,170000,120000,0,20000,310000,10,1998,0
7185,Family Fortunes,3211,Misc,DS,Mindscape,Mindscape,0.0,0.0,0.0,0,40000,0,0,40000,10,2009,0
7186,Family Fortunes,3212,Misc,Wii,Mindscape,Mindscape,0.0,0.0,0.0,0,120000,0,10000,130000,10,2009,0
7187,Jacqueline Wilson's Tracy Beaker: The Game,3214,Misc,DS,P2 Games,P2 Games,0.0,0.0,0.0,0,50000,0,0,60000,10,2009,0
7188,Jacqueline Wilson's Tracy Beaker: The Game,3215,Misc,PC,P2 Games,P2 Games,0.0,0.0,0.0,0,0,0,0,10000,10,2009,0
7189,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,3218,Misc,PS,Sony Computer Entertainment,Various,0.0,0.0,0.0,230000,150000,0,30000,400000,10,2003,0
7190,Vegas Party,3220,Misc,Wii,Storm City Games,Game Life,0.0,0.0,0.0,150000,0,0,10000,160000,10,2009,0
7191,Arthur and the Revenge of Maltazard,3227,Misc,PS3,Ubisoft,Avalanche Productions,0.0,0.0,0.0,0,0,0,0,0,9,2010,0
7192,SingStar Chartbreaker,3231,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,0,20000,0,10000,30000,12,2009,0
7193,Taiko no Tatsujin Wii: Dodon to 2 Yome!,3235,Misc,Wii,Namco Bandai,Bandai Namco Games,0.0,0.0,0.0,0,0,400000,0,400000,11,2009,0
7194,Poupee Girl DS,3244,Misc,DS,Alvion,Alvion Inc.,0.0,0.0,0.0,0,0,20000,0,20000,12,2009,0
7195,Disney Stitch Jam,3245,Misc,DS,Disney Interactive Studios,Cattle Call,0.0,0.0,0.0,70000,0,160000,10000,240000,3,2010,0
7196,Karaoke Joysound Wii DX,3246,Misc,Wii,Hudson Soft,Xing Inc.,0.0,0.0,0.0,0,0,90000,0,90000,11,2009,0
7197,Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,3249,Misc,DS,Culture Brain,Culture Brain,0.0,0.0,0.0,0,0,10000,0,10000,11,2009,0
7198,Sesame Street: Elmo's Number Journey,3254,Misc,PS,NewKidCo,Realtime Associates,0.0,0.0,0.0,130000,90000,0,20000,240000,10,1998,0
7199,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,3263,Misc,Wii,Nintendo,Nintendo,0.0,0.0,0.0,0,0,40000,0,40000,12,2009,0
7200,Dream Dance & Cheer,3267,Misc,Wii,Zoo Games,Zoo Games,0.0,0.0,0.0,60000,0,0,0,70000,10,2009,0
7201,Angel Cat Sugar,3268,Misc,PC,Rising Star,Rising Star Games,0.0,0.0,0.0,0,0,0,0,0,10,2009,0
7202,Team Elimination Games,3269,Misc,Wii,Ubisoft,Ubisoft,0.0,0.0,0.0,70000,0,0,10000,80000,11,2009,0
7203,Hasbro Family Game Night,3270,Misc,DS,Electronic Arts,EA Bright Light,0.0,0.0,0.0,10000,190000,0,20000,220000,10,2009,0
7204,Imagine: Artist,3271,Misc,DS,Ubisoft,Ubisoft,0.0,0.0,0.0,50000,0,0,0,50000,11,2009,0
7205,I'm A Celebrity: Get Me Out of Here!,3277,Misc,Wii,Mindscape,Mindscape,0.0,0.0,0.0,0,160000,0,10000,170000,11,2009,0
7206,I'm A Celebrity: Get Me Out of Here!,3278,Misc,DS,Mindscape,Mindscape,0.0,0.0,0.0,0,40000,0,0,40000,11,2009,0
7207,U-Sing,3279,Misc,Wii,Mindscape,Mindscape Inc.,0.0,0.0,0.0,0,320000,0,30000,350000,11,2009,0
7208,Ultimate Party Challenge,3286,Misc,Wii,Konami,Groove Box,0.0,0.0,0.0,70000,0,0,10000,80000,11,2009,0
7209,Dora the Explorer: Dora Puppy,3287,Misc,DS,2K Play,Take-Two Interactive,0.0,0.0,0.0,390000,10000,0,30000,430000,11,2009,0
7210,Junior Brain Trainer,3288,Misc,DS,Take-Two Interactive,Sanuk Games,0.0,0.0,0.0,230000,710000,0,90000,1030000,11,2009,1
7211,"Ni Hao, Kai-lan: New Year's Celebration",3289,Misc,DS,2K Play,Black Lantern Studios,0.0,0.0,0.0,190000,0,0,10000,200000,11,2009,0
7212,Reader Rabbit 2nd Grade,3301,Misc,Wii,Graffiti,Graffiti Entertainment,0.0,0.0,0.0,40000,0,0,0,50000,5,2010,0
7213,Reader Rabbit 1st Grade,3302,Misc,Wii,Graffiti,Graffiti Entertainment,0.0,0.0,0.0,60000,0,0,0,70000,5,2010,0
7214,Reader Rabbit Kindergarten,3303,Misc,DS,Graffiti,Graffiti Entertainment,0.0,0.0,0.0,250000,0,0,20000,270000,12,2009,0
7215,Dream Salon,3307,Misc,Wii,Zoo Games,Zoo Games,0.0,0.0,0.0,50000,0,0,0,50000,11,2009,0
7216,Hello Kitty Party,3308,Misc,DS,Majesco,Barnstorm Games,0.0,0.0,0.0,780000,510000,0,130000,1410000,11,2009,1
7217,Family GameShow,3316,Misc,Wii,Storm City Games,Zushi Games Ltd,0.0,0.0,0.0,80000,0,0,10000,90000,5,2010,0
7218,Discovery Kids: Spider Quest,3318,Misc,DS,505 Games,505 Games,0.0,0.0,0.0,70000,0,0,10000,80000,11,2009,0
7219,Dora the Explorer: Dora Saves the Crystal Kingdom,3330,Misc,PS2,2K Play,Take-Two Interactive,0.0,0.0,0.0,50000,40000,0,10000,90000,11,2009,0
7220,Maestro! Jump in Music,3341,Misc,DS,Neko Entertainment,Pasta Games!,0.0,0.0,0.0,0,0,0,0,0,11,2009,0
7221,Sleepover Party,3348,Misc,Wii,Ubisoft,Ubisoft,0.0,0.0,0.0,30000,0,0,0,40000,1,2010,0
7222,Flips: Too Ghoul for School,3349,Misc,DS,Electronic Arts,Electronic Arts,0.0,0.0,0.0,0,0,0,0,0,12,2009,0
7223,Flips: Enid Blyton - Faraway Tree Stories,3350,Misc,DS,Electronic Arts,Electronic Arts,0.0,0.0,0.0,0,0,0,0,0,12,2009,0
7224,Flips: Cathy Cassidy,3351,Misc,DS,Electronic Arts,Electronic Arts,0.0,0.0,0.0,0,0,0,0,0,12,2009,0
7225,Flips: Artemis Fowl,3352,Misc,DS,Electronic Arts,Electronic Arts,0.0,0.0,0.0,0,0,0,0,0,12,2009,0
7226,World Party Games,3355,Misc,Wii,DreamCatcher Interactive,DreamCatcher Interactive,0.0,0.0,0.0,70000,0,0,10000,70000,12,2009,0
7227,Cold Stone Creamery: Scoop It Up,3356,Misc,Wii,Zoo Games,Zoo Games,0.0,0.0,0.0,60000,0,0,0,60000,12,2009,0
7228,Learn Chess,3357,Misc,DS,DreamCatcher Interactive,Dreamcatcher,0.0,0.0,0.0,90000,0,0,10000,90000,12,2009,0
7229,Jeopardy! 2nd Edition,3377,Misc,PS,Hasbro Interactive,Hasbro Interactive,0.0,0.0,0.0,160000,110000,0,20000,290000,9,2000,0
7230,Sonic PC Collection,3384,Misc,PC,Sega,Sonic Team,0.0,0.0,0.0,0,40000,0,0,40000,9,2009,0
7231,Beat the Intro,3389,Misc,DS,Mindscape,Mindscape,0.0,0.0,0.0,0,0,0,0,0,3,2010,0
7232,Quiz Magic Academy DS: Futatsu no Jikuu Koku,3395,Misc,DS,Konami,Konami,0.0,0.0,0.0,0,0,90000,0,90000,2,2010,0
7233,Konami Classics Vol. 1,3412,Misc,X360,Konami,Konami,0.0,0.0,0.0,80000,0,0,10000,80000,12,2009,0
7234,Konami Classics Vol. 2,3413,Misc,X360,Konami,Konami,0.0,0.0,0.0,10000,0,0,0,10000,12,2009,0
7235,Konami Arcade Classics,3414,Misc,PS,Konami,KCE Sapporo,0.0,0.0,0.0,20000,10000,0,0,40000,11,1999,0
7236,Trivial Pursuit unhinged,3416,Misc,PC,Atari,Artech Studios,0.0,0.0,0.0,0,0,0,0,0,4,2004,0
7237,Touch Darts,3422,Misc,DS,Agetec,Full Fat,0.0,0.0,0.0,0,0,0,0,0,7,2008,0
7238,Slotter Mania P: Tetsuya Shinjuku vs Ueno,3438,Misc,PSP,Dorart,Dorart,0.0,0.0,0.0,0,0,10000,0,10000,2,2010,0
7239,Green Day: Rock Band,3464,Misc,Wii,MTV Games,Harmonix Music Systems,0.0,0.0,0.0,220000,120000,0,30000,370000,6,2010,0
7240,Green Day: Rock Band,3465,Misc,PS3,MTV Games,Harmonix Music Systems,0.0,0.0,0.0,190000,150000,0,70000,410000,6,2010,0
7241,Green Day: Rock Band,3466,Misc,X360,MTV Games,Harmonix Music Systems,0.0,7.8,0.0,240000,130000,0,40000,410000,6,2010,0
7242,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,3499,Misc,XB,Sega,Sega,0.0,0.0,0.0,400000,110000,0,20000,530000,1,2005,0
7243,Nuclear Dawn,3551,Misc,PC,Viva Media,InterWave Studios,0.0,0.0,0.0,0,0,0,0,0,9,2011,0
7244,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,3559,Misc,DS,Namco Bandai,Bandai Namco Games,0.0,0.0,0.0,0,0,20000,0,20000,2,2010,0
7245,Jampack Winter 2000,3561,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,550000,380000,0,70000,1000000,11,2000,1
7246,Jampack Winter '99,3562,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,940000,640000,0,110000,1690000,10,1999,1
7247,Jampack Winter '98,3563,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,630000,430000,0,70000,1130000,10,1998,1
7248,Jampack Vol. 1,3564,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,100000,70000,0,10000,180000,1,1997,0
7249,Jampack Vol. 2,3565,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,300000,200000,0,30000,530000,1,1997,0
7250,Jampack Summer '99,3566,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,540000,360000,0,60000,960000,6,1999,0
7251,Jampack Fall 2001,3567,Misc,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.0,330000,220000,0,40000,590000,9,2001,0
7252,"Utatte Touch, Utouchi!!",3570,Misc,DS,Konami,Konami,0.0,0.0,0.0,0,0,10000,0,10000,2,2010,0
7253,Leisure Suit Larry Collection,3588,Misc,PC,VU Games,Sierra Entertainment,0.0,0.0,0.0,0,0,0,0,0,9,2006,0
7254,Beat City,3589,Misc,DS,THQ,Universomo,0.0,0.0,0.0,70000,0,0,10000,80000,4,2010,0
7255,Dead or Alive Paradise    Read the review,3591,Misc,PSP,Tecmo,Team Ninja,3.7,4.5,0.0,80000,20000,70000,20000,200000,3,2010,0
7256,DJ Hero 2,3604,Misc,PS3,Activision,FreeStyle Games,0.0,8.4,0.0,490000,190000,0,100000,780000,10,2010,0
7257,DJ Hero 2,3605,Misc,X360,Activision,FreeStyle Games,0.0,8.5,0.0,650000,120000,0,60000,830000,10,2010,0
7258,DJ Hero 2,3606,Misc,Wii,Activision,FreeStyle Games,0.0,8.7,0.0,480000,90000,0,40000,620000,10,2010,0
7259,PachiPara 15: Super Umi Monogatari in Okinawa 2,3609,Misc,PS3,Irem Software Engineering,Irem Software Engineering,0.0,0.0,0.0,0,0,20000,0,20000,3,2010,0
7260,Let's Draw!,3614,Misc,DS,Majesco,Agatsuma Entertainment,0.0,0.0,0.0,240000,240000,0,60000,540000,3,2010,0
7261,Best Friends Tonight,3634,Misc,DS,Ubisoft,Ubisoft,0.0,0.0,0.0,30000,0,0,0,30000,2,2010,0
7262,Peppa Pig: Fun and Games,3635,Misc,DS,Ubisoft,Ubisoft,0.0,0.0,0.0,0,570000,0,90000,660000,3,2010,0
7263,Hudson x GReeeeN Live!? DeeeeS!?,3642,Misc,DS,Hudson Soft,Hudson Soft,0.0,0.0,0.0,0,0,30000,0,30000,4,2010,0
7264,Rabbids Party Collection,3662,Misc,Wii,Ubisoft,Ubisoft Montpellier,0.0,0.0,0.0,0,160000,0,20000,180000,8,2010,0
7265,Dance Sensation!,3666,Misc,Wii,Majesco,Alpine Studios,0.0,0.0,0.0,60000,0,0,0,60000,5,2010,0
7266,Gakken Europa 4: Kokugo Sanmai DS,3667,Misc,DS,Gakken,Gakken,0.0,0.0,0.0,0,0,0,0,0,3,2010,0
7267,Gyouretsu no Dekiru Houritsu Soudansho,3668,Misc,DS,Namco Bandai,Bandai Namco Games,0.0,0.0,0.0,0,0,10000,0,10000,2,2010,0
7268,SpongeBob's Boating Bash,3679,Misc,DS,THQ,Impulse Games,0.0,0.0,0.0,130000,0,0,10000,150000,3,2010,0
7269,SpongeBob's Boating Bash,3680,Misc,Wii,THQ,Impulse Games,0.0,0.0,0.0,240000,70000,0,30000,350000,3,2010,0
7270,Texas Hold 'Em Poker Pack,3716,Misc,DS,Summitsoft Entertainment,Webfoot Technologies,0.0,0.0,0.0,0,0,0,0,0,10,2005,0
7271,Golden Balls,3717,Misc,Wii,Mindscape,Mindscape Inc.,0.0,0.0,0.0,0,0,0,0,0,12,2008,0
7272,Vacation Isle: Beach Party,3727,Misc,Wii,Warner Bros. Interactive,FarSight Studios,0.0,0.0,0.0,80000,20000,0,10000,120000,6,2010,0
7273,Flips: Percy Jackson,3731,Misc,DS,Electronic Arts,Electronic Arts,0.0,0.0,0.0,0,0,0,0,0,2,2010,0
7274,You Don't Know Jack,3745,Misc,PS,Sierra Entertainment,"Starsphere Interactive, Inc.",0.0,8.5,0.0,220000,150000,0,30000,400000,9,1999,0
7275,You Don't Know Jack: Mock 2,3746,Misc,PS,Sierra Entertainment,"Jellyvision, Inc.",0.0,0.0,0.0,60000,40000,0,10000,100000,11,2000,0
7276,Learning to Spell,3750,Misc,DS,505 Games,505 Games,0.0,0.0,0.0,160000,0,0,10000,170000,4,2010,0
7277,Cheer We Go!,3751,Misc,DS,Natsume,Natsume,0.0,0.0,0.0,40000,0,0,0,40000,3,2010,0
7278,"Mind, Body & Soul: Spellbound 2",3754,Misc,DS,505 Games,505 Games,0.0,0.0,0.0,0,0,0,0,0,3,2010,0
7279,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,3757,Misc,PS,Sony Computer Entertainment,Various,0.0,0.0,0.0,690000,470000,0,80000,1230000,4,2003,1
7280,Pachi-Slot Higrashi no Naku Koro ni Matsuri,3758,Misc,PS2,Alchemist,Alchemist,0.0,0.0,0.0,0,0,20000,0,20000,4,2010,0
7281,Nicola Kanshuu: Model * Oshare Audition,3770,Misc,DS,Alchemist,Alchemist,0.0,0.0,0.0,0,0,60000,0,60000,4,2010,0
7282,Otona no Renai Shousetsu: Harlequin Selection,3771,Misc,DS,Nintendo,Nintendo,0.0,0.0,0.0,0,0,20000,0,20000,2,2010,0
7283,Disney Guilty Party,3784,Misc,Wii,Disney Interactive Studios,Wideload Games,0.0,0.0,0.0,420000,0,0,30000,450000,8,2010,0
7284,The Cheetah Girls: Pop Star Sensations,3785,Misc,DS,Disney Interactive Studios,Handheld Games,0.0,0.0,0.0,100000,0,0,10000,110000,10,2007,0
7285,Who Wants to be a Millionaire: 2nd Edition,3787,Misc,DS,Ubisoft,Route 1 Games,0.0,0.0,0.0,0,10000,0,0,10000,11,2008,0
7286,Fifi and the Flowertots,3790,Misc,DS,Avanquest,Avanquest Software,0.0,0.0,0.0,0,90000,0,10000,100000,7,2009,0
7287,Thomas & Friends: Hero of the Rails,3797,Misc,Wii,Majesco,Barnstorm Games,0.0,0.0,0.0,0,20000,0,0,20000,6,2010,0
7288,Thomas & Friends: Hero of the Rails,3798,Misc,DS,Majesco,Barnstorm Games,0.0,0.0,0.0,0,70000,0,10000,90000,6,2010,0
7289,My First Dollhouse,3799,Misc,DS,505 Games,505 Games,0.0,0.0,0.0,100000,0,0,10000,110000,8,2010,0
7290,Lips: Party Classics,3807,Misc,X360,Microsoft Game Studios,iNiS,0.0,0.0,0.0,50000,110000,0,20000,180000,3,2010,0
7291,Reader Rabbit Kindergarten,3812,Misc,Wii,Graffiti,Graffiti Entertainment,0.0,0.0,0.0,120000,0,0,10000,120000,5,2010,0
7292,Walt Disney's The Jungle Book: Rhythm N'Groove,3816,Misc,PS,Ubisoft,Ubisoft,0.0,0.0,0.0,50000,30000,0,10000,90000,12,2000,0
7293,thinkSMART,3817,Misc,DS,Conspiracy Entertainment,Conspiracy Entertainment,0.0,0.0,0.0,90000,0,0,10000,100000,6,2010,0
7294,thinkSMART FAMILY!,3818,Misc,Wii,Conspiracy Entertainment,Conspiracy Entertainment,0.0,0.0,0.0,30000,0,0,0,30000,6,2010,0
7295,thinkSMART Kids 8+,3819,Misc,DS,Mentor Interactive,Conspiracy Entertainment,0.0,0.0,0.0,10000,0,0,0,10000,6,2010,0
7296,TV Superstars,3824,Misc,PS3,Sony Computer Entertainment,SCEE Cambridge,0.0,6.2,0.0,80000,120000,0,50000,260000,10,2010,0
7297,Scene It? Twilight,3826,Misc,PC,Konami,Artificial Mind and Movement,0.0,0.0,0.0,0,0,0,0,0,3,2010,0
7298,Pass Your Driving Theory Test: 2010 Edition,3827,Misc,DS,Avanquest,Uacari,0.0,0.0,0.0,0,0,0,0,0,3,2010,0
7299,Food Coach: Healthy Living Made Easy,3828,Misc,DS,Zushi Games,Zushi Games,0.0,0.0,0.0,0,0,0,0,0,3,2010,0
7300,Top Trumps: Doctor Who,3835,Misc,DS,Eidos Interactive,Rockpool Games,0.0,0.0,0.0,0,0,0,0,0,5,2008,0
7301,Top Trumps: Doctor Who,3836,Misc,Wii,Eidos Interactive,Team 3 Games,0.0,0.0,0.0,0,0,0,0,0,12,2008,0
7302,World Championship Spelling,3840,Misc,DS,505 Games,505 Games,0.0,0.0,0.0,40000,0,0,0,40000,3,2010,0
7303,Grease,3841,Misc,DS,505 Games,Big Head Games,0.0,0.0,0.0,100000,0,0,10000,110000,8,2010,0
7304,Grease,3842,Misc,Wii,505 Games,Zoe Mode,0.0,0.0,0.0,260000,240000,0,50000,550000,8,2010,0
7305,Intellivision Lives!,3849,Misc,DS,Virtual Play Games,Intellivision Productions Inc.,0.0,0.0,0.0,0,0,0,0,0,9,2010,0
7306,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,3851,Misc,PS2,Hackberry,Hack Berry,0.0,0.0,0.0,0,0,10000,0,10000,5,2010,0
